Timestamp,Name,Email,Date of birth,Age,Province,Gender,Year of Study ,Field of Study,How many hours per day do you use each platform? [Facebook],How many hours per day do you use each platform? [Instagram],How many hours per day do you use each platform? [Snapchat],How many hours per day do you use each platform? [Tiktok],How many hours per day do you use each platform? [X (Twitter)],How many hours per day do you use each platform? [Other],"On average, how many hours of sleep do you get per night?",What devices do you use to access social media,Please indicate how much you agree or disagree with the following statements about social media and your mental health: [Social media helps me feel connected to others.],Please indicate how much you agree or disagree with the following statements about social media and your mental health: [Social media makes me feel anxious or stressed.],Please indicate how much you agree or disagree with the following statements about social media and your mental health: [Social media distracts me from academic work.],Please indicate how much you agree or disagree with the following statements about social media and your mental health: [Social media improves my mood when I feel lonely.],Select any of the following reasons for using social media:
3/8/2026 20:00:00,Amir Lewis,amir.lewis@proton.me,10/15/2002,23.0,Alta,Male,3.0,Economics,1.0,1.0,1.0,1.0,0.0,0.0,5.0,"Smartphone, Desktop computer",Neutral,,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Self-expression / creativity"
3/4/2026 11:00:00,Isabella Clark,isabella.clark@gmail.com,11/16/2005,20.0,British Columbia,Female,3.0,Creative Writing,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Laptop, Tablet",Neutral,Disagree,Disagree,Agree,"Academic or professional networking, Self-expression / creativity"
3/18/2026 11:00:00,Fatima Singh,fatima.singh@mun.ca,9/26/2007,18.0,ontario,Male,4.0,econ,1.0,2.0,1.0,2.0,0.0,0.0,7.0,Tablet,Agree,Neutral,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Self-expression / creativity"
3/2/2026 12:00:00,Leo Jackson,leo.jackson@umanitoba.ca,,19.0,british columbia,Male,3.0,Engineering,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Desktop computer, Tablet",Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Self-expression / creativity"
3/8/2026 16:00:00,Noor White,noor.white@brocku.ca,3/6/2006,20.0,B.C.,Female,3.0,engineering,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Laptop, Gaming console",Agree,Neutral,Neutral,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/5/2026 19:00:00,Jamal Lee,jamal.lee@ulaval.ca,9/23/2002,23.0,B.C.,Female,1.0,Visual Art,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Laptop, Tablet",Agree,Neutral,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/3/2026 10:00:00,Hana Harris,hana.harris@stfx.ca,10/13/2003,,B.C.,Female,2.0,,1.0,,1.0,1.0,0.0,0.0,7.0,Smartphone,Neutral,Neutral,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/17/2026 14:00:00,Fatima Brown,fatima.brown@gmail.com,4/25/2006,19.0,British Columbia,Female,3.0,comp sci,1.0,2.0,2.0,2.0,0.0,0.0,6.0,"Smartphone, Laptop, Tablet",Agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking"
3/7/2026 14:00:00,Chloe Young,chloe.young@umanitoba.ca,1/20/2009,17.0,ontario,Female,1.0,Psychology,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Smartphone, Tablet",Agree,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events"
3/2/2026 09:00:00,Zara Jackson,zara.jackson@brocku.ca,5/9/2000,25.0,ON,,1.0,comp sci,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Smart TV",Agree,Disagree,Disagree,Neutral,Academic or professional networking
3/14/2026 09:00:00,Hana Roy,hana.roy@proton.me,12/2/2006,19.0,British Columbia,Male,4.0,Visual Art,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Desktop computer, Tablet",Neutral,Disagree,Disagree,Strong agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/19/2026 18:00:00,Liam White,liam.white@icloud.com,2/5/2005,21.0,Ontario,Male,4.0,Biolgy,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Laptop, Desktop computer",Strong agree,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Self-expression / creativity"
3/17/2026 15:00:00,Noor Lee,noor.lee@unb.ca,3/10/2006,20.0,ON,Male,3.0,psycology,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Laptop, Desktop computer, Gaming console",Neutral,Disagree,Disagree,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/6/2026 13:00:00,Emma Martin,emma.martin@icloud.com,3/18/2005,21.0,BC,Female,3.0,Engineering,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Desktop computer, Gaming console",Neutral,Disagree,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/19/2026 19:00:00,Nina Gonzalez,nina.gonzalez@gmail.com,12/31/2001,24.0,Québec,Prefer not to say,3.0,Computer Science,1.0,1.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Laptop, Gaming console, Smart TV",Neutral,Neutral,Disagree,Agree,
3/17/2026 19:00:00,Noor Taylor,noor.taylor@outlook.com,,,,Male,3.0,comp sci,0.0,1.0,0.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop, Tablet, Gaming console",Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Staying informed about news/events, Self-expression / creativity"
3/18/2026 17:00:00,Isabella Khan,isabella.khan@hotmail.com,,,ON,Prefer not to say,4.0,psycology,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Desktop computer, Gaming console",,Disagree,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/9/2026 08:00:00,Emma Lewis,emma.lewis@gmail.com,4/3/2005,20.0,QC,Male,1.0,,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Gaming console",Agree,Neutral,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events"
3/3/2026 08:00:00,Mateo Lopez,mateo.lopez@proton.me,10/10/2008,17.0,Alberta,Female,1.0,engineering,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Desktop computer",Disagree,Disagree,Disagree,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/19/2026 17:00:00,Noah Ali,noah.ali@umanitoba.ca,8/11/2001,24.0,BC,Female,2.0,Visual Art,1.0,1.0,1.0,1.0,0.0,0.0,8.0,Smartphone,Strong agree,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events"
3/14/2026 08:00:00,Chloe Nguyen,chloe.nguyen@umontreal.ca,5/28/2003,22.0,Quebec,,1.0,stats,1.0,2.0,1.0,3.0,0.0,0.0,5.0,"Smartphone, Laptop, Gaming console, Smart TV",Agree,Neutral,Neutral,Neutral,"Staying in touch with friends / family, Academic or professional networking"
3/17/2026 19:00:00,Ravi Khan,ravi.khan@outlook.com,3/19/2002,24.0,Nova Scotia,Female,2.0,comp sci,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Desktop computer",Neutral,Neutral,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/17/2026 09:00:00,Diego Young,diego.young@proton.me,,,B.C.,Female,3.0,Computer Science,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Smartphone, Laptop, Tablet",Agree,Neutral,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/19/2026 13:00:00,Priya Young,priya.young@umanitoba.ca,4/26/2008,17.0,Ontario,Male,1.0,CompSci,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Laptop, Gaming console",Neutral,Disagree,Disagree,Neutral,"Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/18/2026 13:00:00,Liam White,,4/3/2005,,Alberta,Female,4.0,Computer Science,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Tablet",Strong agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/5/2026 18:00:00,Jamal Lopez,jamal.lopez@dal.ca,8/22/2007,18.0,B.C.,Female,4.0,Creative Writing,1.0,1.0,1.0,1.0,0.0,0.0,8.0,Gaming console,Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/11/2026 10:00:00,Oscar Nguyen,oscar.nguyen@trentu.ca,5/3/2004,21.0,B.C.,Male,1.0,Economics,0.0,1.0,1.0,1.0,0.0,0.0,8.0,Gaming console,Strong agree,Strongly disagree,Disagree,Neutral,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events"
1/1/2026 13:56:00,Nina Wilson,nina.wilson@gmail.com,7/22/2008,17.0,Alta,Male,1.0,engineering,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop, Desktop computer",Neutral,Disagree,Disagree,Strong agree,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/11/2026 14:00:00,Lucas Ali,lucas.ali@hotmail.com,5/16/2007,18.0,B.C.,Female,2.0,Economics,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Gaming console",Strong agree,Neutral,,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/3/2026 12:00:00,Oscar Thomas,oscar.thomas@outlook.com,2/2/2006,20.0,Alta,Female,3.0,psycology,1.0,3.0,2.0,2.0,1.0,0.0,6.0,"Smartphone, Laptop, Gaming console",Neutral,Agree,Agree,Agree,"Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/4/2026 20:00:00,Diego Jackson,diego.jackson@proton.me,,22.0,ON,Female,4.0,Chemistry,0.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Desktop computer",Agree,Strongly disagree,Strongly disagree,Agree,"Academic or professional networking, Self-expression / creativity"
3/9/2026 11:00:00,Fatima Young,fatima.young@mun.ca,12/19/2008,17.0,Alberta,Female,1.0,biology,1.0,2.0,1.0,2.0,0.0,0.0,6.0,Laptop,Neutral,Neutral,Disagree,Agree,"Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/10/2026 08:00:00,Jamal Garcia,jamal.garcia@hotmail.com,12/7/2005,20.0,Nova Scotia,Male,1.0,enginering,1.0,2.0,1.0,1.0,0.0,0.0,7.0,Desktop computer,Neutral,Neutral,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Self-expression / creativity"
3/13/2026 13:00:00,Jamal Roy,jamal.roy@umanitoba.ca,3/8/2003,23.0,Québec,Male,2.0,Physics,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop",Strong agree,Disagree,Disagree,Agree,
3/6/2026 18:00:00,Diego Dubois,diego.dubois@brocku.ca,9/3/2005,20.0,british columbia,Male,2.0,Psychology,0.0,1.0,1.0,1.0,0.0,0.0,7.0,Smartphone,Agree,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Academic or professional networking, Self-expression / creativity"
1/1/2026 14:04:00,Arjun White,arjun.white@usask.ca,,17.0,AB,Female,1.0,CompSci,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Desktop computer, Smart TV",Agree,Disagree,Disagree,Agree,"Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/17/2026 20:00:00,Oscar White,oscar.white@icloud.com,8/2/2008,17.0,MB,Female,1.0,Creative Writing,1.0,2.0,1.0,1.0,0.0,0.0,6.0,Tablet,Neutral,Disagree,Disagree,Neutral,Entertainment / passing time
3/4/2026 11:00:00,Mia Khan,,9/3/2003,22.0,british columbia,Female,2.0,Psychology,1.0,1.0,1.0,1.0,0.0,0.0,7.0,Desktop computer,Agree,Disagree,Disagree,Neutral,"Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/6/2026 19:00:00,Isabella Patel,isabella.patel@outlook.com,9/29/2008,17.0,Ontario,Female,1.0,Biology,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Gaming console",Agree,Disagree,Disagree,Strong agree,"Staying in touch with friends / family, Entertainment / passing time"
3/18/2026 16:00:00,Sofia Lopez,sofia.lopez@icloud.com,2/1/2005,21.0,B.C.,Prefer not to say,2.0,CompSci,1.0,1.0,1.0,1.0,0.0,0.0,6.0,"Laptop, Tablet",Neutral,Neutral,Disagree,Neutral,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/19/2026 13:00:00,Noor Roy,noor.roy@proton.me,12/16/2006,19.0,B.C.,Male,4.0,Engineering,0.0,1.0,0.0,1.0,0.0,0.0,9.0,"Smartphone, Laptop, Desktop computer, Tablet, Gaming console",,Neutral,Strongly disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/2/2026 17:00:00,Mia Lee,mia.lee@yahoo.com,3/26/2008,17.0,Alberta,Female,1.0,biology,1.0,1.0,1.0,1.0,0.0,0.0,7.0,Smart TV,Agree,Strongly disagree,Disagree,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/10/2026 10:00:00,Isabella Lewis,isabella.lewis@torontomu.ca,1/28/2008,18.0,British Columbia,Female,2.0,econ,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Desktop computer, Smart TV",Agree,Disagree,Neutral,Neutral,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/16/2026 08:00:00,Zara Moore,zara.moore@gmail.com,9/27/2005,20.0,British Columbia,Male,2.0,Computer Science,1.0,2.0,1.0,2.0,0.0,0.0,6.0,Smartphone,,Neutral,Neutral,Disagree,
3/13/2026 08:00:00,Olivia Hernandez,olivia.hernandez@hotmail.com,,,B.C.,Prefer not to say,1.0,Economics,1.0,2.0,1.0,1.0,0.0,0.0,7.0,Smartphone,Neutral,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/17/2026 17:00:00,Yuki Anderson,yuki.anderson@yorku.ca,1/30/2006,20.0,Ontario,Female,1.0,psycology,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop",Agree,Strongly disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/8/2026 12:00:00,Mei Nguyen,mei.nguyen@hotmail.com,6/27/2002,23.0,QC,Female,3.0,Biolgy,0.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Gaming console",Agree,Strongly disagree,Disagree,Agree,Self-expression / creativity
3/3/2026 17:00:00,Zara Anderson,zara.anderson@yahoo.com,12/3/2005,20.0,QC,Male,4.0,engineering,1.0,1.0,1.0,1.0,0.0,0.0,8.0,Laptop,Agree,Neutral,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time"
3/5/2026 09:00:00,Sofia Thomas,,7/26/2008,17.0,NS,Non-binary,1.0,chem,1.0,2.0,1.0,2.0,0.0,0.0,7.0,"Smartphone, Desktop computer, Gaming console",Neutral,Disagree,Disagree,Strong agree,"Staying in touch with friends / family, Self-expression / creativity"
3/2/2026 19:00:00,Fatima Young,fatima.young@hotmail.com,5/13/2002,23.0,BC,Male,3.0,,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Desktop computer",Neutral,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Self-expression / creativity"
3/19/2026 18:00:00,Noah Harris,noah.harris@uwo.ca,2/17/2002,24.0,Ontario,Female,1.0,Visual Art,1.0,2.0,1.0,2.0,0.0,0.0,7.0,"Smartphone, Laptop",Agree,Neutral,Neutral,Strong agree,"Staying in touch with friends / family, Academic or professional networking"
3/13/2026 18:00:00,Noah Lewis,noah.lewis@outlook.com,12/15/2006,19.0,british columbia,Female,2.0,psychology,0.0,1.0,0.0,1.0,0.0,0.0,9.0,Smartphone,Strong agree,Disagree,Disagree,Agree,Staying in touch with friends / family
3/8/2026 13:00:00,Noah Thomas,noah.thomas@sfu.ca,6/7/2005,20.0,BC,Male,1.0,Engineering,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Desktop computer, Gaming console",Agree,Strongly disagree,,Agree,"Staying in touch with friends / family, Entertainment / passing time"
3/6/2026 16:00:00,Mia Jackson,mia.jackson@hotmail.com,1/30/2003,23.0,BC,Female,1.0,CompSci,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Smartphone, Laptop",Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/11/2026 14:00:00,Elena Lee,,,18.0,British Columbia,Female,1.0,Biolgy,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Gaming console, Smart TV",Agree,Neutral,Neutral,Agree,"Staying in touch with friends / family, Academic or professional networking"
3/19/2026 16:00:00,Mia Nguyen,mia.nguyen@gmail.com,,22.0,British Columbia,Non-binary,1.0,chem,0.0,1.0,1.0,1.0,0.0,0.0,8.0,"Laptop, Gaming console",Neutral,Strongly disagree,Disagree,Agree,"Academic or professional networking, Staying informed about news/events"
3/5/2026 10:00:00,Priya Gonzalez,priya.gonzalez@gmail.com,12/25/2006,19.0,ON,Female,1.0,,1.0,2.0,1.0,2.0,0.0,,6.0,"Smartphone, Laptop, Tablet, Gaming console",Agree,Neutral,Neutral,Strong agree,"Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/16/2026 08:00:00,Arjun White,arjun.white@icloud.com,8/26/2000,25.0,Nova Scotia,Female,1.0,biology,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Smartphone, Laptop, Desktop computer",Neutral,,Disagree,Strong agree,"Staying in touch with friends / family, Staying informed about news/events"
3/9/2026 12:00:00,Amir Harris,amir.harris@outlook.com,,19.0,British Columbia,Female,3.0,Biology,1.0,2.0,1.0,1.0,0.0,0.0,,"Smartphone, Laptop",Neutral,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/12/2026 16:00:00,Diego Anderson,diego.anderson@carleton.ca,,,QC,Female,2.0,stats,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Smart TV",Neutral,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/11/2026 19:00:00,Hana Nguyen,hana.nguyen@yahoo.com,8/15/2006,19.0,,Female,3.0,Chemistry,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Laptop",Strong agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/8/2026 14:00:00,Aisha Garcia,aisha.garcia@ontariotechu.ca,9/11/2004,21.0,B.C.,Female,3.0,engineering,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Desktop computer",Neutral,Neutral,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/3/2026 20:00:00,Arjun Lopez,arjun.lopez@icloud.com,8/29/2008,17.0,BC,Female,1.0,enginering,1.0,2.0,1.0,1.0,0.0,0.0,7.0,Smartphone,Agree,Disagree,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time"
3/2/2026 14:00:00,Elena Khan,,3/4/2007,19.0,British Columbia,Male,1.0,econ,1.0,2.0,1.0,1.0,0.0,0.0,,"Laptop, Tablet",Agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Academic or professional networking, Self-expression / creativity"
3/19/2026 17:00:00,Hana Garcia,hana.garcia@yahoo.com,10/14/2003,22.0,Nova Scotia,Male,2.0,Computer Science,0.0,1.0,1.0,1.0,0.0,0.0,7.0,"Desktop computer, Tablet",Strong agree,Disagree,Disagree,Strong agree,"Staying in touch with friends / family, Entertainment / passing time, Self-expression / creativity"
3/12/2026 20:00:00,Zara Patel,zara.patel@uwo.ca,3/19/2003,23.0,BC,Female,3.0,psycology,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop, Gaming console",Disagree,Disagree,Disagree,Agree,Academic or professional networking
3/12/2026 13:00:00,Mei Jackson,mei.jackson@ucalgary.ca,,22.0,Ontario,Female,4.0,enginering,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Laptop, Smart TV",Agree,Neutral,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/5/2026 12:00:00,Sofia Moore,sofia.moore@icloud.com,8/16/2000,25.0,ontario,Female,4.0,Economics,1.0,2.0,1.0,1.0,0.0,0.0,7.0,,Neutral,Disagree,Neutral,Agree,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/10/2026 17:00:00,Mateo Martin,mateo.martin@proton.me,12/21/1999,26.0,AB,Female,3.0,psychology,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Laptop, Desktop computer, Tablet, Gaming console",Neutral,,Neutral,Strong agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/12/2026 19:00:00,Mia Ali,mia.ali@proton.me,10/8/2002,23.0,british columbia,Male,,econ,0.0,1.0,0.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop",Agree,Strongly disagree,Disagree,Strong agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/5/2026 15:00:00,Olivia Garcia,olivia.garcia@queensu.ca,10/1/2001,24.0,BC,Male,2.0,stats,1.0,1.0,1.0,1.0,0.0,0.0,8.0,,Neutral,Neutral,Disagree,,"Staying in touch with friends / family, Staying informed about news/events, Self-expression / creativity"
3/7/2026 20:00:00,Elena Young,elena.young@gmail.com,7/25/2007,18.0,BC,Female,4.0,Biolgy,1.0,1.0,1.0,1.0,0.0,0.0,6.0,Smartphone,Agree,Strongly disagree,Disagree,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
1/1/2026 14:41:00,Yuki Jackson,yuki.jackson@hotmail.com,8/2/1999,,british columbia,Female,3.0,biology,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Desktop computer, Gaming console, Smart TV",Agree,Disagree,Disagree,Neutral,Staying in touch with friends / family
3/3/2026 08:00:00,Mei Lopez,mei.lopez@uvic.ca,2/6/2009,17.0,Alberta,Female,1.0,Psychology,1.0,2.0,1.0,3.0,0.0,0.0,5.0,"Smartphone, Laptop, Desktop computer",Neutral,Neutral,Neutral,Neutral,"Staying informed about news/events, Self-expression / creativity"
3/4/2026 10:00:00,Lucas Harris,lucas.harris@gmail.com,10/1/2008,17.0,Manitoba,Female,1.0,psychology,1.0,1.0,1.0,1.0,0.0,0.0,8.0,Smart TV,Agree,Neutral,Disagree,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/4/2026 11:00:00,Mia Khan,mia.khan@viu.ca,11/16/2005,20.0,British Columbia,Female,3.0,Creative Writing,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Laptop, Tablet",Neutral,Disagree,Disagree,Agree,"Academic or professional networking, Self-expression / creativity"
3/12/2026 16:00:00,Jamal Lewis,jamal.lewis@outlook.com,7/16/2003,22.0,british columbia,Male,1.0,engineering,0.0,0.0,0.0,1.0,0.0,0.0,9.0,"Smartphone, Laptop, Desktop computer",Agree,Strongly disagree,Strongly disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time"
3/18/2026 13:00:00,Liam White,,4/3/2005,,Alberta,Female,4.0,Computer Science,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Tablet",Strong agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/19/2026 09:00:00,Emma Thomas,emma.thomas@trentu.ca,4/2/2006,19.0,Alberta,Female,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Tablet",,Disagree,Disagree,Neutral,
3/11/2026 10:00:00,Lucas Brown,lucas.brown@gmail.com,12/6/2003,22.0,ON,Female,4.0,Biolgy,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Desktop computer, Tablet, Gaming console",Agree,Disagree,Disagree,,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/10/2026 19:00:00,Lucas Lee,,2/18/2009,17.0,British Columbia,Female,1.0,CompSci,0.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Tablet, Smart TV",Agree,Disagree,Neutral,Neutral,"Staying in touch with friends / family, Staying informed about news/events, Self-expression / creativity"
1/1/2026 14:50:00,Diego Thomas,diego.thomas@proton.me,7/26/2005,,british columbia,Male,4.0,Computer Science,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Desktop computer",Neutral,Disagree,Strongly disagree,Agree,"Entertainment / passing time, Self-expression / creativity"
3/15/2026 14:00:00,Diego Patel,diego.patel@ontariotechu.ca,3/19/2005,21.0,B.C.,Female,1.0,Chemistry,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop, Desktop computer",Disagree,Strongly disagree,,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/7/2026 15:00:00,Arjun Young,,9/23/2007,18.0,ON,Male,2.0,chem,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Gaming console",Strong agree,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/11/2026 10:00:00,Yuki White,yuki.white@yahoo.com,8/9/2006,19.0,BC,Female,1.0,psychology,1.0,2.0,2.0,2.0,,0.0,6.0,"Smartphone, Laptop, Desktop computer, Tablet",Agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Self-expression / creativity"
3/6/2026 09:00:00,Arjun Thomas,arjun.thomas@yahoo.com,2/22/2002,24.0,NS,Female,1.0,Biolgy,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Laptop, Tablet",Agree,Disagree,Disagree,Neutral,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/5/2026 20:00:00,Diego Harris,,8/22/2002,23.0,BC,Male,1.0,psychology,0.0,0.0,0.0,1.0,0.0,0.0,9.0,"Smartphone, Tablet",Agree,Strongly disagree,Disagree,Agree,Self-expression / creativity
3/9/2026 15:00:00,Hana Chen,hana.chen@yorku.ca,4/16/2003,22.0,Ontario,Male,2.0,Visual Art,1.0,2.0,1.0,1.0,0.0,0.0,6.0,Smartphone,Neutral,Disagree,Disagree,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/18/2026 19:00:00,Noah Lopez,noah.lopez@torontomu.ca,1/1/2007,,British Columbia,Male,4.0,CompSci,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Tablet",Agree,Strongly disagree,Disagree,Agree,"Staying in touch with friends / family, Self-expression / creativity"
